4000,1447,13,0.693
4000,1456,13,0.710
4000,1402,9,0.682
4000,1418,10,0.667
4000,1469,14,0.700
4000,1369,6,0.694
4000,1450,13,0.733
4000,1329,3,0.681
4000,1370,7,0.693
4000,1462,14,0.689
