4000;1369;6;0,694
4000;1450;13;0,733
4000;1329;3;0,681
4000;1370;7;0,693
4000;1462;14;0,689
6000;1523;18;1,028
6000;1345;5;1,070
6000;1468;14;1,046
6000;1367;6;1,023
6000;1383;8;1,025
6000;1347;5;1,031
6000;1491;16;1,003
6000;1404;9;1,023
6000;1385;8;1,070
6000;1450;13;1,046
2000;1943;21;0,484
2000;1828;14;0,464
2000;2012;25;0,448
2000;1967;22;0,449
2000;1917;19;0,421
2000;1924;20;0,446
2000;2012;25;0,426
2000;1927;20;0,441
2000;2012;25;0,443
2000;2012;25;0,434
4000;1822;13;0,871
4000;2012;25;0,861
4000;1984;23;0,872
4000;2001;24;0,870
4000;1952;21;0,888
4000;1944;21;0,866
4000;1942;21;0,879
4000;1955;22;0,868
4000;2012;25;0,917
4000;2012;25;0,914
6000;1855;15;1,397
6000;1763;10;1,373
6000;1908;19;1,317
6000;2012;25;1,338
6000;1899;18;1,325
6000;2009;25;1,282
6000;1958;22;1,335
6000;1759;9;1,284
6000;1858;16;1,288
6000;1823;13;1,320
2000;2158;17;0,507
2000;2326;26;0,510
2000;2527;37;0,504
2000;2445;33;0,511
2000;2410;31;0,549
2000;2377;29;0,526
2000;2468;34;0,546
2000;2359;28;0,505
2000;2310;26;0,517
2000;2278;24;0,523
4000;2327;27;1,047
4000;2571;40;1,043
4000;2565;39;1,080
4000;2454;33;1,005
4000;2406;31;1,012
4000;2406;31;1,059
4000;2138;16;1,031
4000;2479;35;1,065
4000;2337;27;1,115
4000;2157;17;1,234
6000;2259;23;1,689
6000;2187;19;1,567
6000;2178;18;1,575
6000;2143;17;1,546
6000;2313;26;1,566
6000;2322;26;1,476
6000;2339;27;1,558
6000;2240;22;1,537
6000;2438;33;1,595
6000;2451;33;1,575
3000;1510;17;0,369
3000;1507;17;0,350
3000;1466;14;0,341
3000;1605;25;0,361
3000;1565;22;0,354
3000;1494;16;0,335
3000;1505;17;0,345
3000;1461;14;0,346
3000;1586;23;0,343
3000;1424;11;0,348
6000;1526;19;0,363
6000;1453;13;0,366
6000;1577;23;0,372
6000;1568;22;0,371
6000;1397;9;0,366
6000;1505;17;0,357
6000;1616;26;0,347
6000;1593;24;0,361
6000;1459;13;0,364
6000;1566;22;0,338
9000;1499;17;0,378
9000;1521;18;0,357
9000;1475;15;0,366
9000;1536;19;0,378
9000;1441;12;0,363
9000;1629;27;0,356
9000;1465;14;0,370
9000;1425;11;0,367
9000;1518;18;0,356
9000;1543;20;0,360
3000;2012;25;0,444
3000;2012;25;0,474
3000;2012;25;0,447
3000;1897;18;0,431
3000;2012;25;0,451
3000;2012;25;0,424
3000;2012;25;0,445
3000;1886;17;0,451
3000;2012;25;0,451
3000;1848;15;0,446
6000;2009;25;0,464
6000;2009;25;0,474
6000;1989;24;0,448
6000;1894;18;0,440
6000;1849;15;0,483
6000;2012;25;0,445
6000;2012;25;0,482
6000;2012;25;0,467
6000;2012;25;0,461
6000;2012;25;0,458
9000;1970;23;0,472
9000;2004;25;0,464
9000;2012;25;0,496
9000;1924;20;0,482
9000;1925;20;0,473
9000;2012;25;0,448
9000;1958;22;0,455
9000;2012;25;0,448
9000;1984;23;0,439
9000;1978;23;0,459
3000;2450;33;0,548
3000;2461;34;0,522
3000;2373;29;0,490
3000;2276;24;0,565
3000;2315;26;0,519
3000;2297;25;0,508
3000;2462;34;0,521
3000;2579;40;0,512
3000;2381;29;0,501
3000;2238;22;0,515
6000;2342;27;0,560
6000;2381;29;0,554
6000;2409;31;0,532
6000;2219;21;0,556
6000;2217;21;0,546
6000;2574;40;0,539
6000;2202;20;0,515
6000;2575;40;0,551
6000;2431;32;0,523
6000;2482;35;0,518
9000;2352;28;0,529
9000;2405;31;0,583
9000;2346;28;0,534
9000;2524;37;0,541
9000;2362;28;0,560
9000;2269;23;0,549
9000;2451;33;0,576
9000;2390;30;0,577
9000;2270;23;0,543
9000;2276;24;0,545
3000;1568;22;0,365
3000;1539;20;0,354
3000;1450;13;0,335
3000;1480;15;0,337
3000;1499;17;0,340
3000;1556;21;0,340
3000;1437;12;0,332
3000;1423;11;0,335
3000;1628;27;0,373
3000;1548;20;0,349
6000;1471;14;0,443
6000;1494;16;0,429
6000;1624;26;0,426
6000;1369;6;0,447
6000;1493;16;0,430
6000;1481;15;0,434
6000;1407;9;0,434
6000;1504;17;0,445
6000;1576;23;0,487
6000;1386;8;0,454
9000;1484;15;0,520
9000;1523;18;0,499
9000;1499;17;0,516
9000;1562;21;0,517
9000;1494;16;0,532
9000;1455;13;0,504
9000;1530;19;0,526
9000;1463;14;0,670
9000;1486;16;0,649
9000;1543;20;0,626
3000;2012;25;0,556
3000;1934;20;0,557
3000;1911;19;0,554
3000;1985;23;0,580
3000;1966;22;0,526
3000;2012;25;0,567
3000;1941;21;0,593
3000;1976;23;0,570
3000;1785;11;0,546
3000;1910;19;0,555
6000;1899;18;0,726
6000;2012;25;0,726
6000;2012;25;0,696
6000;2012;25;0,758
6000;1992;24;0,765
6000;1983;23;0,707
6000;1944;21;0,718
6000;1854;15;0,698
6000;2012;25;0,718
6000;1922;20;0,738
9000;1983;23;0,717
9000;2012;25;0,671
9000;2012;25;0,648
9000;2007;25;0,634
9000;1977;23;0,668
9000;1929;20;0,638
9000;1908;19;0,636
9000;1999;24;0,681
9000;2012;25;0,664
9000;2012;25;0,668
3000;2473;34;0,528
3000;2452;33;0,538
3000;2361;28;0,581
3000;2218;21;0,521
3000;2422;32;0,494
3000;2441;33;0,555
3000;2171;18;0,567
3000;2361;28;0,490
3000;2292;25;0,565
3000;2555;39;0,517
6000;2353;28;0,654
6000;2347;28;0,669
6000;2320;26;0,665
6000;2388;30;0,642
6000;2491;35;0,632
6000;2368;29;0,632
6000;2460;34;0,645
6000;2556;39;0,622
6000;2422;32;0,655
6000;2205;20;0,651
9000;2256;23;0,754
9000;2402;31;0,767
9000;2268;23;0,789
9000;2414;31;0,742
9000;2415;31;0,748
9000;2408;31;0,791
9000;2422;32;0,759
9000;2300;25;0,783
9000;2319;26;0,741
9000;2344;27;0,743
1000;1640;28;0,084
1000;1632;27;0,086
1000;1640;28;0,075
1000;1631;27;0,078
1000;1620;26;0,076
1000;1617;26;0,074
1000;1640;28;0,075
1000;1615;26;0,072
1000;1594;24;0,077
1000;1553;21;0,090
2000;1599;24;0,160
2000;1563;22;0,157
2000;1477;15;0,153
2000;1418;10;0,149
2000;1442;12;0,148
2000;1493;16;0,143
2000;1567;22;0,151
2000;1479;15;0,149
2000;1537;20;0,163
2000;1565;22;0,146
3000;1460;14;0,224
3000;1553;21;0,223
3000;1572;22;0,226
3000;1560;21;0,228
3000;1509;17;0,224
3000;1517;18;0,222
3000;1543;20;0,247
3000;1519;18;0,219
3000;1445;12;0,226
3000;1535;19;0,225
1000;2005;25;0,279
1000;2005;25;0,281
1000;2005;25;0,272
1000;2005;25;0,275
1000;2005;25;0,276
1000;2005;25;0,272
1000;2005;25;0,278
1000;2005;25;0,312
1000;2005;25;0,281
1000;2005;25;0,295
2000;2005;25;0,554
2000;2005;25;0,620
2000;2005;25;0,562
2000;2005;25;0,584
2000;2005;25;0,616
2000;2005;25;0,589
2000;2005;25;0,614
2000;2005;25;0,592
2000;2005;25;0,614
2000;2005;25;0,572
3000;2005;25;0,905
3000;2005;25;0,871
3000;2005;25;0,862
3000;1986;24;0,867
3000;2005;25;0,890
3000;2005;25;0,889
3000;2005;25;0,889
3000;2005;25;0,875
3000;2005;25;0,837
3000;2005;25;0,874
1000;2590;41;0,455
1000;2590;41;0,493
1000;2590;41;0,493
1000;2590;41;0,473
1000;2590;41;0,499
1000;2590;41;0,475
1000;2590;41;0,472
1000;2505;36;0,448
1000;2590;41;0,454
1000;2590;41;0,507
2000;2555;39;0,921
2000;2590;41;0,936
2000;2590;41;1,012
2000;2590;41;1,007
2000;2590;41;0,959
2000;2590;41;0,931
2000;2590;41;0,936
2000;2590;41;0,931
2000;2567;40;0,883
2000;2590;41;0,922
3000;2590;41;1,437
3000;2590;41;1,527
3000;2590;41;1,446
3000;2471;34;1,408
3000;2590;41;1,413
3000;2590;41;1,417
3000;2529;38;1,352
3000;2590;41;1,385
3000;2590;41;1,383
3000;2540;38;1,417
insert;1358;6;0,088
insert;1405;9;0,083
insert;1449;13;0,088
insert;1361;6;0,075
insert;1393;8;0,086
insert;1405;9;0,101
insert;1302;1;0,085
insert;1492;16;0,099
insert;1375;7;0,100
insert;1419;10;0,082
swap;1551;21;0,072
swap;1640;28;0,089
swap;1640;28;0,076
swap;1591;24;0,091
swap;1640;28;0,084
swap;1634;27;0,076
swap;1589;24;0,076
swap;1510;17;0,070
swap;1490;16;0,077
swap;1578;23;0,100
insert;1868;16;0,289
insert;1920;19;0,307
insert;1920;19;0,307
insert;1776;10;0,289
insert;1857;15;0,318
insert;1895;18;0,311
insert;1875;17;0,303
insert;1869;16;0,287
insert;1891;18;0,293
insert;1884;17;0,346
swap;2005;25;0,285
swap;2005;25;0,326
swap;2005;25;0,300
swap;1996;24;0,295
swap;2005;25;0,285
swap;2005;25;0,275
swap;2005;25;0,272
swap;2005;25;0,289
swap;2005;25;0,283
swap;2005;25;0,303
insert;2220;21;0,495
insert;2141;16;0,514
insert;2117;15;0,530
insert;2220;21;0,488
insert;2174;18;0,486
insert;2115;15;0,489
insert;2243;22;0,489
insert;2154;17;0,487
insert;2222;21;0,529
insert;2150;17;0,540
swap;2590;41;0,481
swap;2590;41;0,489
swap;2590;41;0,437
swap;2590;41;0,463
swap;2572;40;0,475
swap;2590;41;0,445
swap;2590;41;0,442
swap;2590;41;0,485
swap;2590;41;0,455
swap;2590;41;0,488
10;1640;28;0,086
10;1559;21;0,073
10;1596;24;0,069
10;1522;18;0,075
10;1640;28;0,081
10;1442;12;0,086
10;1570;22;0,077
10;1611;25;0,087
10;1559;21;0,078
10;1640;28;0,077
15;1605;25;0,070
15;1591;24;0,080
15;1587;23;0,077
15;1640;28;0,078
15;1593;24;0,073
15;1621;26;0,077
15;1554;21;0,073
15;1640;28;0,076
15;1584;23;0,081
15;1550;21;0,074
20;1640;28;0,091
20;1572;22;0,077
20;1511;17;0,086
20;1606;25;0,097
20;1577;23;0,090
20;1552;21;0,084
20;1471;14;0,089
20;1536;19;0,090
20;1557;21;0,073
20;1596;24;0,083
10;2005;25;0,319
10;2005;25;0,274
10;2005;25;0,303
10;2005;25;0,268
10;2005;25;0,326
10;2005;25;0,279
10;2005;25;0,295
10;2005;25;0,286
10;2005;25;0,281
10;2005;25;0,285
15;2005;25;0,291
15;2005;25;0,308
15;2005;25;0,272
15;2005;25;0,263
15;2005;25;0,299
15;2005;25;0,295
15;2005;25;0,290
15;2005;25;0,273
15;2005;25;0,281
15;2005;25;0,287
20;2005;25;0,332
20;2005;25;0,304
20;2005;25;0,279
20;2005;25;0,277
20;2005;25;0,268
20;2005;25;0,279
20;2005;25;0,312
20;2005;25;0,277
20;2005;25;0,276
20;2005;25;0,303
10;2590;41;0,452
10;2590;41;0,499
10;2590;41;0,467
10;2590;41;0,462
10;2590;41;0,445
10;2590;41;0,461
10;2590;41;0,458
10;2590;41;0,545
10;2590;41;0,463
10;2500;36;0,471
15;2590;41;0,465
15;2590;41;0,492
15;2590;41;0,486
15;2590;41;0,494
15;2590;41;0,469
15;2590;41;0,480
15;2539;38;0,439
15;2590;41;0,456
15;2590;41;0,510
15;2590;41;0,474
20;2590;41;0,466
20;2590;41;0,470
20;2590;41;0,455
20;2590;41;0,474
20;2590;41;0,481
20;2505;36;0,446
20;2517;37;0,452
20;2590;41;0,458
20;2590;41;0,463
20;2590;41;0,473
