swap,1551,21,0.072
swap,1640,28,0.089
swap,1640,28,0.076
swap,1591,24,0.091
swap,1640,28,0.084
swap,1634,27,0.076
swap,1589,24,0.076
swap,1510,17,0.070
swap,1490,16,0.077
swap,1578,23,0.100
