0.975,2350,28,0.523
0.975,2377,29,0.502
0.975,2403,31,0.507
0.975,2591,41,0.527
0.975,2334,27,0.528
0.975,2357,28,0.515
0.975,2468,34,0.522
0.975,2639,44,0.533
0.975,2435,32,0.507
0.975,2523,37,0.519
